,article_number,content,dates,cluster,Subjectivity,Polarity,Sentiment,word_freq,article_title
327,327,"['guide', 'minister', 'nespola', 'champion', 'added', 'tax', 'oil', 'gas', 'development', '19990704', 'abila', 'kronos', 'health', 'minister', 'cesare', 'nespola', 'announced', 'would', 'sponsor', 'bill', 'raise', 'tax', 'oil', 'gas', 'additional', '10', 'increasing', 'tax', 'exploitation', 'gas', 'foreign', 'oil', 'specifically', 'designed', 'health', 'care', 'clean', 'water', 'project', 'health', 'education', 'rural', 'area', 'nespola', 'minster', 'strong', 'advocate', 'health', 'welfare', 'citizen', 'support', 'measure', 'add', 'long', 'list', 'action', 'undertaken', 'behalf', 'last', 'year', 'minister', 'nespola', 'created', 'financial', 'incentive', 'program', 'designed', 'bring', 'qualified', 'practice', 'medicine', 'medical', 'abila', 'program', 'added', 'dozen', 'highly', 'trained', 'physician', 'specialist', 'around', 'world', 'staff', 'general', 'hospital', 'abila']",1999-07-04,C0,0.30650000000000005,0.0835,Positive,"[('health', 4), ('nespola', 4), ('abila', 3), ('minister', 3), ('oil', 3), ('gas', 3), ('tax', 3), ('added', 2), ('designed', 2), ('program', 2), ('advocate', 1), ('support', 1), ('incentive', 1), ('qualified', 1), ('raise', 1), ('hospital', 1), ('citizen', 1), ('around', 1), ('world', 1), ('action', 1), ('rural', 1), ('increasing', 1), ('trained', 1), ('bill', 1), ('year', 1), ('medical', 1), ('10', 1), ('welfare', 1), ('general', 1), ('development', 1), ('water', 1), ('minster', 1), ('dozen', 1), ('highly', 1), ('undertaken', 1), ('foreign', 1), ('created', 1), ('staff', 1), ('specifically', 1), ('kronos', 1), ('long', 1), ('bring', 1), ('education', 1), ('additional', 1), ('specialist', 1), ('financial', 1), ('medicine', 1), ('measure', 1), ('19990704', 1), ('would', 1), ('champion', 1), ('sponsor', 1), ('area', 1), ('behalf', 1), ('strong', 1), ('exploitation', 1), ('physician', 1), ('practice', 1), ('project', 1), ('guide', 1), ('add', 1), ('announced', 1), ('cesare', 1), ('last', 1), ('care', 1), ('list', 1), ('clean', 1)]","Minister Nespola Champions Added Tax Oil , Gas Development"
328,328,"['guide', 'activist', 'interrupt', 'traffic', 'near', 'field', 'curve', 'tiskele', '20010901', 'abila', 'kronos', 'arrested', 'five', 'young', 'people', 'protest', 'yesterday', 'near', 'entrance', 'field', 'curve', 'tiskele', 'whereas', 'called', 'action', 'government', 'treat', 'environmental', 'preoccupation', 'operation', 'gastech', 'site', 'protestors', 'member', 'activist', 'group', 'protector', 'kronos', 'celebrated', 'reading', 'sample', 'perforate', 'poisoned', 'water', 'remember', 'julian', 'referring', '10', 'year', 'julian', 'vann', 'become', 'icon', 'protector', 'kronos', 'death', '1998', 'protestors', 'arrested', 'young', 'man', 'sent', 'sample', 'vehicle', 'government', 'cracking', 'window', 'scared', 'renter', 'obtained', 'enough', 'animated', 'towards', 'outside', 'protector', 'kronos', 'really', 'minority', 'strip', 'people', 'extraction', 'fossil', 'fuel', 'country', 'said', 'carmine', 'gurganus', 'spokesman', 'government', 'people', 'kronos', 'overwhelming', 'form', 'development', 'natural', 'resource', 'everything', 'benefitted', 'resulting', 'economic', 'development', 'activist', 'understand', 'whole', 'picture', 'clearly']",2001-09-01,C2,0.39880952380952384,0.1535714285714286,Positive,"[('kronos', 5), ('activist', 3), ('people', 3), ('protector', 3), ('government', 3), ('protestors', 2), ('field', 2), ('tiskele', 2), ('young', 2), ('arrested', 2), ('julian', 2), ('development', 2), ('sample', 2), ('near', 2), ('curve', 2), ('overwhelming', 1), ('site', 1), ('whole', 1), ('cracking', 1), ('natural', 1), ('gastech', 1), ('become', 1), ('death', 1), ('picture', 1), ('window', 1), ('remember', 1), ('obtained', 1), ('fuel', 1), ('gurganus', 1), ('perforate', 1), ('environmental', 1), ('20010901', 1), ('carmine', 1), ('enough', 1), ('understand', 1), ('vann', 1), ('abila', 1), ('preoccupation', 1), ('traffic', 1), ('action', 1), ('everything', 1), ('economic', 1), ('said', 1), ('vehicle', 1), ('10', 1), ('spokesman', 1), ('benefitted', 1), ('renter', 1), ('five', 1), ('country', 1), ('group', 1), ('resource', 1), ('interrupt', 1), ('operation', 1), ('year', 1), ('icon', 1), ('man', 1), ('animated', 1), ('really', 1), ('form', 1), ('water', 1), ('1998', 1), ('reading', 1), ('extraction', 1), ('poisoned', 1), ('whereas', 1), ('sent', 1), ('minority', 1), ('called', 1), ('strip', 1), ('scared', 1), ('resulting', 1), ('outside', 1), ('celebrated', 1), ('member', 1), ('clearly', 1), ('treat', 1), ('yesterday', 1), ('protest', 1), ('fossil', 1), ('referring', 1), ('guide', 1), ('towards', 1), ('entrance', 1)]",The activists interrupt traffic near fields of the curve of Tiskele
329,329,"['kronos', 'star', 'breaking', 'emergency', 'gastech', 'headquarters', 'building', 'update', 'cato', 'rossini', 'marcella', 'trapani', '20', 'january', '2014', 'update', '815', 'pm', 'government', 'official', 'declined', 'identified', 'say', 'police', 'government', 'investigator', 'working', 'around', 'clock', 'ensure', 'gastech', 'employee', 'found', 'kidnapper', 'brought', 'justice']",2014-01-20,C1,0.0,-0.0,Neutral,"[('gastech', 2), ('government', 2), ('update', 2), ('building', 1), ('815', 1), ('investigator', 1), ('around', 1), ('trapani', 1), ('rossini', 1), ('declined', 1), ('working', 1), ('say', 1), ('official', 1), ('marcella', 1), ('found', 1), ('ensure', 1), ('2014', 1), ('20', 1), ('star', 1), ('kronos', 1), ('employee', 1), ('justice', 1), ('identified', 1), ('breaking', 1), ('police', 1), ('kidnapper', 1), ('clock', 1), ('january', 1), ('emergency', 1), ('pm', 1), ('brought', 1), ('headquarters', 1), ('cato', 1)]",Breaking: Emergency at GAStech Headquarters Building [Updates]
330,330,"['guide', 'ministry', 'health', 'investigates', 'complaint', 'contamination', '19981110', 'abila', 'kronos', 'minister', 'health', 'stop', 'nespola', 'announced', 'today', 'organization', 'would', 'investigating', 'demand', 'abnormal', 'edition', 'health', 'area', 'surround', 'site', 'drill', 'curve', 'tiskele', 'ministrar', 'said', 'nespola', 'right', 'think', 'perforating', 'curve', 'tiskele', 'given', 'rise', 'contamination', 'superficial', 'water', 'region', 'nevertheless', 'believe', 'important', 'like', 'minister', 'health', 'run', 'errand', 'due', 'investigate', 'information', 'disease', 'near', 'municipality', 'elodis', 'take', 'welltaken', 'care', 'people', 'priority', 'number', 'one', 'related', 'news', 'launching', 'press', 'office', 'nespola', 'proclaimed', 'office', 'granted', 'license', 'practice', 'medicine', 'oncologist', 'tethys', 'first', 'oncologist', 'licensed', 'history', 'kronos', 'dr', 'ronald', 'gerard', 'resident', 'general', 'hospital', 'abila']",1998-11-10,C0,0.5062925170068027,0.13724489795918368,Positive,"[('health', 4), ('nespola', 3), ('oncologist', 2), ('tiskele', 2), ('abila', 2), ('minister', 2), ('office', 2), ('kronos', 2), ('contamination', 2), ('curve', 2), ('dr', 1), ('site', 1), ('hospital', 1), ('edition', 1), ('complaint', 1), ('press', 1), ('general', 1), ('license', 1), ('people', 1), ('demand', 1), ('superficial', 1), ('medicine', 1), ('drill', 1), ('area', 1), ('elodis', 1), ('nevertheless', 1), ('believe', 1), ('licensed', 1), ('investigate', 1), ('today', 1), ('ronald', 1), ('said', 1), ('abnormal', 1), ('think', 1), ('19981110', 1), ('rise', 1), ('errand', 1), ('investigates', 1), ('surround', 1), ('care', 1), ('region', 1), ('resident', 1), ('right', 1), ('important', 1), ('ministry', 1), ('disease', 1), ('due', 1), ('investigating', 1), ('welltaken', 1), ('launching', 1), ('take', 1), ('history', 1), ('practice', 1), ('gerard', 1), ('announced', 1), ('water', 1), ('proclaimed', 1), ('run', 1), ('one', 1), ('stop', 1), ('information', 1), ('first', 1), ('near', 1), ('municipality', 1), ('ministrar', 1), ('tethys', 1), ('number', 1), ('granted', 1), ('would', 1), ('organization', 1), ('perforating', 1), ('given', 1), ('news', 1), ('guide', 1), ('related', 1), ('like', 1), ('priority', 1)]",The ministry of the health investigates complaints of the contamination
331,331,"['tulip', 'extension', 'gastech', 'reach', 'coast', 'kronos', '19940925', 'abila', 'kronos', 'groundbreaking', 'today', 'place', 'bending', 'tiskele', 'see', 'another', 'flag', 'planted', 'foreign', 'ground', 'gastech', 'international', 'sanjorge', 'sten', 'international', 'extension', 'jr', 'stamp', 'short', 'term', 'office', 'rudder', 'death', 'father', 'february', 'year', 'today', 'large', 'day', 'people', 'kronos', 'job', 'cheaper', 'cleaner', 'fuel', 'supplied', 'gastech', 'start', 'live', 'living', 'u', 'deserves', 'heel', 'extension', 'gastech', 'asteria', 'bending', 'reduce', 'tiskele', 'potential', 'matter', 'gasvelden', 'gastech', 'conservative', 'estimate', 'introducing', 'test', 'result', 'good', 'place', 'area', 'bending', 'tiskele', 'least', 'pari', 'largest', 'area', 'tethan', 'van', 'gastech']",1994-09-25,C0,0.3726190476190476,0.0695165945165945,Positive,"[('gastech', 6), ('extension', 3), ('bending', 3), ('kronos', 3), ('tiskele', 3), ('international', 2), ('today', 2), ('place', 2), ('area', 2), ('abila', 1), ('day', 1), ('term', 1), ('jr', 1), ('flag', 1), ('matter', 1), ('living', 1), ('van', 1), ('reach', 1), ('sanjorge', 1), ('see', 1), ('death', 1), ('heel', 1), ('year', 1), ('least', 1), ('tethan', 1), ('conservative', 1), ('gasvelden', 1), ('cheaper', 1), ('foreign', 1), ('people', 1), ('cleaner', 1), ('tulip', 1), ('pari', 1), ('fuel', 1), ('february', 1), ('stamp', 1), ('live', 1), ('large', 1), ('ground', 1), ('asteria', 1), ('reduce', 1), ('introducing', 1), ('test', 1), ('u', 1), ('result', 1), ('largest', 1), ('groundbreaking', 1), ('job', 1), ('supplied', 1), ('sten', 1), ('planted', 1), ('deserves', 1), ('short', 1), ('start', 1), ('another', 1), ('rudder', 1), ('coast', 1), ('father', 1), ('19940925', 1), ('office', 1), ('potential', 1), ('good', 1), ('estimate', 1)]",THE EXTENSION OF GASTECH REACHES THE COASTS OF KRONOS
332,332,"['everyday', 'news', 'four', 'people', 'died', 'ardent', 'collapse', 'way', 'near', 'elodis', '20070319', 'nine', 'year', 'old', 'boy', 'survived', 'initially', 'collapse', 'flown', 'hospital', 'child', 'abila', 'declared', 'absolutely', 'arrival', 'police', 'say', 'driver', 'car', '25', 'year', 'safekeeping', 'jail', 'elodis', 'official', 'say', 'car', 'exploded', 'flame', 'hitting', 'car', 'gastech', 'way', 'calistermi', 'moment', '9am', 'kdt', 'equipment', 'identification', 'victim', 'disaster', 'kronos', 'sent', 'examine', 'rest', 'auxiliary', 'commission', 'fix', 'koppolis', 'police', 'described', 'scene', 'like', 'horrific', 'said', 'one', 'nine', 'year', 'found', 'old', 'boy', 'vagar', 'around', 'site', 'accident', 'tragic', 'survived', 'nobody', 'last', 'instance', 'way', 'towards', 'outside', 'treasonous', 'constantly', 'watchman', 'whereas', 'lead', 'said', 'observed', 'car', 'happened', 'intersection', 'car', 'right', 'way']",2007-03-19,C0,0.3632653061224489,-0.09566326530612246,Negative,"[('car', 5), ('way', 4), ('year', 3), ('say', 2), ('nine', 2), ('elodis', 2), ('said', 2), ('survived', 2), ('old', 2), ('police', 2), ('collapse', 2), ('boy', 2), ('hospital', 1), ('site', 1), ('around', 1), ('20070319', 1), ('gastech', 1), ('official', 1), ('koppolis', 1), ('people', 1), ('treasonous', 1), ('lead', 1), ('ardent', 1), ('four', 1), ('auxiliary', 1), ('exploded', 1), ('hitting', 1), ('horrific', 1), ('calistermi', 1), ('constantly', 1), ('abila', 1), ('flown', 1), ('watchman', 1), ('nobody', 1), ('fix', 1), ('examine', 1), ('accident', 1), ('moment', 1), ('victim', 1), ('vagar', 1), ('child', 1), ('9am', 1), ('rest', 1), ('initially', 1), ('identification', 1), ('intersection', 1), ('safekeeping', 1), ('absolutely', 1), ('happened', 1), ('right', 1), ('instance', 1), ('25', 1), ('kronos', 1), ('jail', 1), ('tragic', 1), ('scene', 1), ('observed', 1), ('kdt', 1), ('commission', 1), ('one', 1), ('driver', 1), ('died', 1), ('declared', 1), ('arrival', 1), ('whereas', 1), ('sent', 1), ('described', 1), ('found', 1), ('near', 1), ('flame', 1), ('outside', 1), ('equipment', 1), ('disaster', 1), ('news', 1), ('towards', 1), ('last', 1), ('like', 1), ('everyday', 1)]",Four people have died in an ardent collapse of the way near Elodis 
333,333,"['international', 'news', 'pok', 'assault', 'police', 'abila', '20131216', 'abila', 'kronos', 'police', 'spokesman', 'adrien', 'carmen', 'informed', 'medium', 'today', 'member', 'pok', 'assaulted', 'police', 'patrol', 'abila', 'early', 'morning', 'pok', 'thug', 'crept', 'two', 'patrol', 'officer', 'sitting', 'vehicle', 'ambushed', 'men', 'bashing', 'window', 'car', 'dragging', 'vehicle', 'street', 'criminal', 'proceeded', 'deface', 'car', 'spraypainted', 'pok', 'logo', 'assaulting', 'police', 'officer', 'destroying', 'government', 'property', 'serious', 'crime', 'carmen', 'said']",2013-12-16,C2,0.24166666666666664,-0.10833333333333334,Negative,"[('pok', 4), ('police', 4), ('abila', 3), ('vehicle', 2), ('patrol', 2), ('car', 2), ('officer', 2), ('carmen', 2), ('medium', 1), ('dragging', 1), ('international', 1), ('sitting', 1), ('thug', 1), ('today', 1), ('property', 1), ('said', 1), ('bashing', 1), ('serious', 1), ('crept', 1), ('adrien', 1), ('government', 1), ('criminal', 1), ('morning', 1), ('assault', 1), ('ambushed', 1), ('men', 1), ('kronos', 1), ('window', 1), ('two', 1), ('spokesman', 1), ('assaulted', 1), ('assaulting', 1), ('20131216', 1), ('member', 1), ('spraypainted', 1), ('street', 1), ('deface', 1), ('early', 1), ('logo', 1), ('crime', 1), ('news', 1), ('proceeded', 1), ('destroying', 1), ('informed', 1)]",POK Assault Police in Abila 
334,334,"['explainer', 'anniversary', 'protest', '20100614', 'abila', 'kronos', 'spontaneous', 'protest', 'uproar', 'last', 'year', 'exploded', 'around', 'abila', 'answer', 'death', 'elian', 'karel', 'protector', 'activist', 'kronos', 'pok', 'civil', 'employee', 'fear', 'repetition', 'violent', 'activity', 'year', 'last', 'around', 'city', 'next', 'anniversary', 'death', 'karel', '19', 'june', 'official', 'government', 'published', 'brief', 'declaration', 'assured', 'people', 'abila', 'security', 'fundamental', 'go', 'usual', 'business', 'group', 'protector', 'kronos', 'work', 'fear', 'trying', 'change', 'life', 'government', 'fear', 'government', 'move', 'fearmongering', 'backwards', 'brief', 'declaration', 'government', 'finished', 'promise', 'moving', 'backwards', 'demonstrator', 'fact', 'protest', 'hagar', 'awelon', 'make', 'buyowner', 'districto', 'siopa', 'de', 'abila', 'affected', 'heavy', 'event', 'last', 'year', 'responded', 'declaration', 'government', 'government', 'kronos', 'must', 'made', 'year', 'last', 'window', 'broken', 'destroyed', 'merchandize', 'robbed', 'attacked', 'son', 'defended', 'warehouse', 'must']",2010-06-14,C2,0.33194444444444454,-0.08750000000000002,Negative,"[('government', 6), ('abila', 4), ('year', 4), ('kronos', 4), ('last', 4), ('protest', 3), ('declaration', 3), ('fear', 3), ('anniversary', 2), ('backwards', 2), ('around', 2), ('death', 2), ('must', 2), ('brief', 2), ('protector', 2), ('karel', 2), ('next', 1), ('event', 1), ('broken', 1), ('uproar', 1), ('work', 1), ('group', 1), ('fact', 1), ('moving', 1), ('fundamental', 1), ('finished', 1), ('elian', 1), ('son', 1), ('life', 1), ('activist', 1), ('pok', 1), ('spontaneous', 1), ('repetition', 1), ('awelon', 1), ('civil', 1), ('business', 1), ('warehouse', 1), ('june', 1), ('answer', 1), ('official', 1), ('published', 1), ('go', 1), ('fearmongering', 1), ('trying', 1), ('buyowner', 1), ('people', 1), ('19', 1), ('usual', 1), ('move', 1), ('violent', 1), ('window', 1), ('employee', 1), ('siopa', 1), ('activity', 1), ('responded', 1), ('affected', 1), ('demonstrator', 1), ('security', 1), ('heavy', 1), ('robbed', 1), ('city', 1), ('make', 1), ('promise', 1), ('20100614', 1), ('de', 1), ('made', 1), ('attacked', 1), ('explainer', 1), ('exploded', 1), ('districto', 1), ('assured', 1), ('hagar', 1), ('merchandize', 1), ('change', 1), ('defended', 1), ('destroyed', 1)]",ANNIVERSARY OF PROTESTS
335,335,"['news', 'online', 'today', 'pok', 'protest', 'gastech', 'headquarters', 'end', 'arrest', '20090219', 'abila', 'kronos', 'dozen', 'protester', 'attending', 'protector', 'kronos', 'pok', 'rally', 'front', 'gastech', 'regional', 'headquarters', 'abila', 'arrested', 'trespassing', 'morning', 'pok', 'rally', 'intended', 'draw', 'attention', 'claim', 'environmental', 'damage', 'caused', 'development', 'gas', 'oil', 'field', 'around', 'kronos', 'foreign', 'corporation', 'like', 'gastech', 'government', 'spokesman', 'rufus', 'drymiau', 'said', 'today', 'pok', 'rally', 'concerned', 'pattern', 'increasingly', 'aggressive', 'tactic', 'protector', 'kronos', 'time']",2009-02-19,C2,0.125,-0.125,Negative,"[('pok', 4), ('kronos', 4), ('gastech', 3), ('rally', 3), ('abila', 2), ('today', 2), ('protector', 2), ('headquarters', 2), ('draw', 1), ('claim', 1), ('like', 1), ('around', 1), ('rufus', 1), ('end', 1), ('said', 1), ('front', 1), ('arrested', 1), ('dozen', 1), ('development', 1), ('pattern', 1), ('attention', 1), ('government', 1), ('tactic', 1), ('aggressive', 1), ('trespassing', 1), ('morning', 1), ('foreign', 1), ('drymiau', 1), ('caused', 1), ('damage', 1), ('regional', 1), ('spokesman', 1), ('increasingly', 1), ('time', 1), ('oil', 1), ('20090219', 1), ('concerned', 1), ('protester', 1), ('attending', 1), ('environmental', 1), ('gas', 1), ('protest', 1), ('news', 1), ('field', 1), ('corporation', 1), ('online', 1), ('intended', 1), ('arrest', 1)]",POK Protest at GAStech Headquarters Ends in Arrests 
336,336,"['general', 'post', 'jr', 'sanjorge', 'take', 'gastech', 'public', 'international', '20130904', 'center', 'tethys', '52', 'year', 'prevailed', 'sten', 'sanjorge', 'jr', 'taking', 'gastech', 'company', 'exploration', 'production', 'international', 'public', 'natural', 'gas', 'eye', 'towards', 'becoming', 'still', 'player', 'world', 'industry', 'gas', 'sanjorge', 'jr', 'public', 'go', 'generate', 'bottom', 'operation', 'additional', 'international', 'extension', 'exploration', '1961', 'sten', 'mr', 'sanjorge', 'company', 'founded', 'said', 'monday', 'plan', 'common', 'offer', 'could', 'put', 'value', 'vicinity', '375', 'billion']",2013-09-04,C0,0.23181818181818184,0.018181818181818184,Positive,"[('sanjorge', 4), ('international', 3), ('jr', 3), ('public', 3), ('gastech', 2), ('exploration', 2), ('company', 2), ('gas', 2), ('sten', 2), ('offer', 1), ('taking', 1), ('extension', 1), ('natural', 1), ('world', 1), ('bottom', 1), ('375', 1), ('operation', 1), ('52', 1), ('said', 1), ('year', 1), ('common', 1), ('general', 1), ('monday', 1), ('plan', 1), ('go', 1), ('put', 1), ('still', 1), ('post', 1), ('20130904', 1), ('value', 1), ('mr', 1), ('founded', 1), ('could', 1), ('tethys', 1), ('generate', 1), ('industry', 1), ('center', 1), ('additional', 1), ('1961', 1), ('production', 1), ('vicinity', 1), ('take', 1), ('billion', 1), ('becoming', 1), ('prevailed', 1), ('player', 1), ('towards', 1), ('eye', 1)]",JR OF SANJORGE THAT TAKES TO GASTECH THE PUBLIC INTERNATIONAL
337,337,"['news', 'online', 'today', 'kapelou', 'call', 'pok', 'gang', 'criminal', '20120622', 'abila', 'kronos', 'press', 'release', 'today', 'president', 'kapelou', 'today', 'called', 'pok', 'gang', 'criminal', 'thug', 'malcontent', 'become', 'pestilence', 'peaceful', 'way', 'life']",2012-06-22,C2,0.5,0.25,Positive,"[('today', 3), ('pok', 2), ('criminal', 2), ('gang', 2), ('kapelou', 2), ('malcontent', 1), ('abila', 1), ('thug', 1), ('way', 1), ('life', 1), ('become', 1), ('press', 1), ('peaceful', 1), ('call', 1), ('called', 1), ('kronos', 1), ('release', 1), ('pestilence', 1), ('20120622', 1), ('news', 1), ('online', 1), ('president', 1)]","Kapelou Calls POK ""A Gang of Criminals"" "
338,338,"['abila', 'post', 'scene', 'blog', 'haneson', 'ngohebo', '20', 'january', '2014', '1853', 'update', 'speculation', '200', 'pm', 'arrival', 'kronos', 'government', 'official', 'fact', 'arrival', 'senior', 'security', 'executive', 'official', 'gastechs', 'tethys', 'office', 'including', 'president', 'ceo', 'sten', 'sanjorge', 'jr', 'speculation', 'based', 'information', 'concerning', 'arrival', 'refueling', 'immediate', 'departure', 'sanjorge', 'jr', 'private', 'jet', 'tethys', 'airport']",2014-01-20,C1,0.375,-0.0,Neutral,"[('arrival', 3), ('jr', 2), ('sanjorge', 2), ('official', 2), ('tethys', 2), ('speculation', 2), ('abila', 1), ('fact', 1), ('immediate', 1), ('concerning', 1), ('president', 1), ('200', 1), ('departure', 1), ('including', 1), ('1853', 1), ('information', 1), ('refueling', 1), ('gastechs', 1), ('government', 1), ('2014', 1), ('post', 1), ('20', 1), ('jet', 1), ('haneson', 1), ('kronos', 1), ('ceo', 1), ('blog', 1), ('airport', 1), ('based', 1), ('security', 1), ('executive', 1), ('january', 1), ('sten', 1), ('private', 1), ('pm', 1), ('senior', 1), ('update', 1), ('ngohebo', 1), ('office', 1), ('scene', 1)]",ON THE SCENE BLOG
339,339,"['kronos', 'star', 'breaking', 'emergency', 'gastech', 'headquarters', 'building', 'update', 'cato', 'rossini', 'marcella', 'trapani', '20', 'january', '2014', 'update', '715', 'pm', 'abila', 'police', 'announced', 'short', 'statement', 'made', 'press', '730', 'pm']",2014-01-20,C1,0.3,-0.0,Neutral,"[('pm', 2), ('update', 2), ('building', 1), ('abila', 1), ('trapani', 1), ('rossini', 1), ('gastech', 1), ('press', 1), ('statement', 1), ('marcella', 1), ('715', 1), ('2014', 1), ('20', 1), ('star', 1), ('kronos', 1), ('breaking', 1), ('police', 1), ('january', 1), ('made', 1), ('emergency', 1), ('short', 1), ('announced', 1), ('headquarters', 1), ('cato', 1), ('730', 1)]",Breaking: Emergency at GAStech Headquarters Building [Updates]
340,340,"['explainer', 'headquarters', 'gastech', 'blocked', 'pok', '20090220', 'abila', 'kronos', 'designed', 'meeting', 'pok', 'bring', 'attention', 'demand', 'environmental', 'damage', 'made', 'damage', 'image', 'meeting', 'outside', 'international', 'headquarters', 'gastech', 'gave', 'rise', 'multiple', 'haltings', 'violate', 'near', 'two', 'hundred', 'people', 'collected', 'front', 'sample', 'motto', 'shaking', 'singing', 'building', 'gastech', 'maintained', 'visage', 'people', 'alleged', 'died', 'due', 'contamination', 'environment', 'ten', 'protestors', 'chained', 'door', 'building', 'attempt', 'avoid', 'employee', 'gastech', 'go', 'work', 'clean', 'carman', 'de', 'adrien', 'spokesman', 'said', 'prohibited', 'group', 'certain', 'latitude', 'meeting', 'gastech', 'complained', 'protestors', 'blocked', 'entrance', 'building', 'take', 'action', 'last', 'thing', 'wished', 'happen', 'employee', 'gastech', 'obtains', 'damage', 'right', 'crowd', 'tried', 'go', 'work', 'official', 'government', 'expressed', 'preoccupation', 'pattern', 'tactic', 'aggressive', 'protector', 'kronos', 'answer', 'increasing', 'aggression', 'pok', 'additional', 'security', 'provided', 'assure', 'public', 'security', 'future', 'meeting', 'publish', 'civil', 'employee', 'gastech', 'declined', 'comment', 'time', 'indicates', 'official', 'declaration', 'incident']",2009-02-20,C2,0.21936507936507937,0.036111111111111115,Positive,"[('gastech', 7), ('meeting', 4), ('pok', 3), ('employee', 3), ('building', 3), ('damage', 3), ('blocked', 2), ('protestors', 2), ('official', 2), ('people', 2), ('security', 2), ('headquarters', 2), ('kronos', 2), ('work', 2), ('go', 2), ('collected', 1), ('environment', 1), ('indicates', 1), ('aggression', 1), ('adrien', 1), ('tactic', 1), ('bring', 1), ('two', 1), ('singing', 1), ('additional', 1), ('expressed', 1), ('demand', 1), ('multiple', 1), ('certain', 1), ('environmental', 1), ('crowd', 1), ('gave', 1), ('chained', 1), ('wished', 1), ('abila', 1), ('preoccupation', 1), ('action', 1), ('said', 1), ('attention', 1), ('maintained', 1), ('spokesman', 1), ('complained', 1), ('rise', 1), ('ten', 1), ('comment', 1), ('protector', 1), ('violate', 1), ('made', 1), ('motto', 1), ('explainer', 1), ('alleged', 1), ('obtains', 1), ('door', 1), ('carman', 1), ('image', 1), ('publish', 1), ('20090220', 1), ('clean', 1), ('international', 1), ('group', 1), ('right', 1), ('designed', 1), ('thing', 1), ('increasing', 1), ('front', 1), ('visage', 1), ('future', 1), ('pattern', 1), ('due', 1), ('aggressive', 1), ('assure', 1), ('public', 1), ('incident', 1), ('sample', 1), ('time', 1), ('tried', 1), ('take', 1), ('declaration', 1), ('latitude', 1), ('shaking', 1), ('attempt', 1), ('haltings', 1), ('prohibited', 1), ('died', 1), ('civil', 1), ('declined', 1), ('answer', 1), ('government', 1), ('near', 1), ('happen', 1), ('outside', 1), ('hundred', 1), ('contamination', 1), ('de', 1), ('avoid', 1), ('last', 1), ('provided', 1), ('entrance', 1)]",HEADQUARTERS OF GASTECH BLOCKED BY POK
